City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
294,Toktogul,KG,2021-10-03 00:48:42,41.8708,72.9402,48.99,77,83,1.05
295,Vrangel,RU,2021-10-03 00:48:43,42.7297,133.0839,61.68,65,100,9.33
296,Plaine Magnien,MU,2021-10-03 00:48:43,-20.4286,57.6531,71.4,88,40,11.5
297,Fortuna,US,2021-10-03 00:39:48,40.5982,-124.1573,61.93,68,1,4.0
298,Sehore,IN,2021-10-03 00:48:44,23.2,77.0833,75.47,91,47,3.18
299,Broome,US,2021-10-03 00:44:17,42.2506,-75.833,62.98,70,100,1.01
300,Ruteng,ID,2021-10-03 00:40:13,-8.6136,120.4721,72.46,67,48,3.06
301,Shitanjing,CN,2021-10-03 00:48:45,39.2342,106.3439,58.57,22,40,6.71
302,Kahului,US,2021-10-03 00:38:39,20.8947,-156.47,88.86,67,40,20.71
303,Orcopampa,PE,2021-10-03 00:48:45,-15.2661,-72.3417,48.13,38,100,5.68
304,Opuwo,NA,2021-10-03 00:48:45,-18.0607,13.84,56.8,37,0,5.46
305,Capanema,BR,2021-10-03 00:48:46,-1.1958,-47.1808,74.19,89,76,3.29
306,Sinegorskiy,RU,2021-10-03 00:48:46,48.0139,40.8447,39.61,64,56,10.16
307,Torgau,DE,2021-10-03 00:48:47,51.5667,13.0,61.61,54,97,13.24
308,Rio Grande,BR,2021-10-03 00:48:47,-32.035,-52.0986,58.95,86,36,9.35
309,Luba,GQ,2021-10-03 00:48:47,3.4568,8.5547,78.15,85,29,5.55
310,Islamkot,PK,2021-10-03 00:48:48,24.6997,70.177,81.0,84,8,8.34
311,Nova Olimpia,BR,2021-10-03 00:48:48,-14.7972,-57.2881,87.96,41,55,6.76
312,Zhigalovo,RU,2021-10-03 00:48:48,54.8097,105.1578,35.69,94,100,3.18
313,Tynda,RU,2021-10-03 00:48:49,55.1667,124.7167,36.79,55,82,5.17
314,Nizhniy Kuranakh,RU,2021-10-03 00:48:49,58.8353,125.4869,32.31,80,11,2.33
315,Ndjole,GA,2021-10-03 00:48:50,-0.1783,10.7649,74.5,98,100,2.01
316,Araouane,ML,2021-10-03 00:48:50,18.9048,-3.5265,91.92,10,93,8.97
317,Constantine,DZ,2021-10-03 00:48:51,36.365,6.6147,63.81,77,20,3.44
318,Leningradskiy,RU,2021-10-03 00:39:46,69.3833,178.4167,20.68,72,12,9.84
319,Roma,US,2021-10-03 00:48:43,43.2128,-75.4557,65.43,88,1,3.44
320,Kurya,RU,2021-10-03 00:48:51,51.6003,82.2888,32.95,85,100,12.73
321,Campoverde,PE,2021-10-03 00:48:52,-8.4753,-74.8058,85.69,62,20,1.61
322,Salinopolis,BR,2021-10-03 00:42:10,-0.6136,-47.3561,80.65,76,86,12.62
323,Tazovskiy,RU,2021-10-03 00:40:50,67.4667,78.7,26.55,87,71,14.2
324,Brora,GB,2021-10-03 00:48:52,58.0099,-3.8518,46.44,82,100,6.89
325,Badvel,IN,2021-10-03 00:48:53,14.75,79.05,77.94,90,13,1.45
326,Thinadhoo,MV,2021-10-03 00:48:53,0.5333,72.9333,83.44,70,51,12.3
327,Pinega,RU,2021-10-03 00:48:54,64.7001,43.3936,39.22,90,85,4.79
328,Kalanwali,IN,2021-10-03 00:48:54,29.85,74.95,81.12,69,58,4.38
329,Biloela,AU,2021-10-03 00:48:54,-24.4167,150.5,85.91,19,0,6.96
330,Humaita,BR,2021-10-03 00:48:55,-7.5061,-63.0208,77.27,77,26,2.68
331,Buncrana,IE,2021-10-03 00:48:55,55.1333,-7.45,45.93,94,72,8.55
332,Geraldton,AU,2021-10-03 00:40:25,-28.7667,114.6,64.81,77,75,13.8
333,Kathmandu,NP,2021-10-03 00:37:26,27.7167,85.3167,68.22,94,75,0.0
334,Ginir,ET,2021-10-03 00:48:56,7.1333,40.7,59.5,78,64,4.29
335,High Level,CA,2021-10-03 00:48:56,58.5169,-117.136,51.91,62,75,3.44
336,Kelapa Sawit,MY,2021-10-03 00:48:56,1.6698,103.5327,80.51,94,20,0.0
337,Pontes E Lacerda,BR,2021-10-03 00:48:57,-15.2261,-59.3353,76.68,77,22,3.58
338,Atambua,ID,2021-10-03 00:48:57,-9.1061,124.8925,85.39,51,6,1.66
339,Kamenka,RU,2021-10-03 00:48:57,51.3223,42.7678,49.57,69,100,5.06
340,Alencon,FR,2021-10-03 00:48:58,48.4333,0.0833,56.19,98,100,4.68
341,Mezen,RU,2021-10-03 00:48:58,65.8522,44.24,41.36,86,90,5.48
342,Eyl,SO,2021-10-03 00:39:55,7.9803,49.8164,78.78,81,99,13.91
343,Martil,MA,2021-10-03 00:48:59,35.6166,-5.2752,68.07,88,0,5.75
344,La Palma,US,2021-10-03 00:48:59,33.8464,-118.0467,99.91,22,1,5.01
345,Mahenge,TZ,2021-10-03 00:48:59,-8.6833,36.7167,58.62,84,44,2.01
346,Okahandja,NA,2021-10-03 00:49:00,-21.9833,16.9167,57.83,31,0,0.58
347,Anshan,CN,2021-10-03 00:49:00,41.1236,122.99,70.29,85,99,13.58
348,Mount Isa,AU,2021-10-03 00:41:39,-20.7333,139.5,92.97,10,2,10.36
349,Kaura Namoda,NG,2021-10-03 00:49:00,12.5898,6.5779,80.1,50,1,6.76
350,Narsaq,GL,2021-10-03 00:39:57,60.9167,-46.05,55.62,62,0,2.51
351,Brokopondo,SR,2021-10-03 00:41:12,4.75,-55.1667,78.35,85,100,9.31
352,Umm Lajj,SA,2021-10-03 00:49:01,25.0213,37.2685,80.1,65,0,13.06
353,Hay River,CA,2021-10-03 00:41:36,60.8156,-115.7999,51.78,66,75,8.05
354,Laguna,US,2021-10-03 00:39:47,38.421,-121.4238,92.93,22,1,1.01
355,Henties Bay,NA,2021-10-03 00:41:49,-22.116,14.2845,53.85,92,2,7.83
356,Statesboro,US,2021-10-03 00:48:53,32.4488,-81.7832,74.52,73,1,0.0
357,Zyryanskoye,RU,2021-10-03 00:49:02,56.8306,86.6258,33.37,86,100,10.36
358,Kontagora,NG,2021-10-03 00:49:03,10.3999,5.4695,75.0,81,48,2.77
359,Chumikan,RU,2021-10-03 00:49:03,54.7183,135.315,43.56,60,27,14.88
360,Sinjai,ID,2021-10-03 00:49:04,-5.1241,120.253,84.18,60,84,6.13
361,Saurimo,AO,2021-10-03 00:42:02,-9.6608,20.3916,66.6,80,95,2.55
362,Fort Nelson,CA,2021-10-03 00:41:36,58.8053,-122.7002,56.79,19,40,20.71
363,Bahia Honda,CU,2021-10-03 00:49:04,22.9036,-83.1592,77.76,84,85,10.6
364,Matara,LK,2021-10-03 00:40:28,5.9485,80.5353,77.7,86,91,6.08
365,Lagoa Do Itaenga,BR,2021-10-03 00:44:58,-7.9361,-35.2903,78.62,95,17,3.94
366,Pochutla,MX,2021-10-03 00:49:05,15.7432,-96.4661,84.02,88,35,3.49
367,Charlestown,AU,2021-10-03 00:49:05,-32.95,151.6667,76.93,54,5,4.0
368,Blankenberge,BE,2021-10-03 00:49:06,51.3131,3.1323,61.95,83,100,4.0
369,Avera,US,2021-10-03 00:40:39,33.194,-82.5271,74.71,56,100,2.46
370,Kununurra,AU,2021-10-03 00:49:06,-15.7667,128.7333,93.18,46,86,4.61
371,Nisia Floresta,BR,2021-10-03 00:47:08,-6.0911,-35.2086,79.18,89,3,6.6
372,Siddapur,IN,2021-10-03 00:49:07,14.3333,74.8833,69.89,95,82,4.63
373,Klaksvik,FO,2021-10-03 00:39:41,62.2266,-6.589,50.92,90,100,21.7
374,Tateyama,JP,2021-10-03 00:49:07,34.9833,139.8667,80.15,78,0,8.28
375,Menongue,AO,2021-10-03 00:39:28,-14.6585,17.691,63.25,33,11,4.38
376,Kyzyl-Mazhalyk,RU,2021-10-03 00:49:08,51.1333,90.6,29.98,66,66,1.74
377,Aklavik,CA,2021-10-03 00:40:42,68.2191,-135.0107,36.32,96,100,15.1
378,Comodoro Rivadavia,AR,2021-10-03 00:41:57,-45.8667,-67.5,42.66,61,0,6.91
379,Quimper,FR,2021-10-03 00:44:44,48.0,-4.1,54.28,100,90,4.61
380,Fairbanks,US,2021-10-03 00:39:41,64.8378,-147.7164,36.3,95,90,1.01
381,Peniche,PT,2021-10-03 00:49:09,39.3558,-9.3811,69.62,91,100,19.28
382,Phu Ly,VN,2021-10-03 00:45:24,20.5411,105.9139,81.81,74,50,3.98
383,Bridlington,GB,2021-10-03 00:49:11,54.0831,-0.1919,51.98,80,98,22.41
384,Sidney,AU,2021-10-03 00:45:59,-33.8679,151.2073,76.32,55,20,3.0
385,Kampong Thum,KH,2021-10-03 00:49:11,12.7111,104.8887,79.18,85,100,4.25
386,Akdepe,TM,2021-10-03 00:41:02,42.0551,59.3788,44.69,47,92,8.9
387,Ust-Koksa,RU,2021-10-03 00:49:12,50.2696,85.6108,24.31,78,100,2.75
388,Haines Junction,CA,2021-10-03 00:41:17,60.7522,-137.5108,44.55,49,100,5.75
389,Hambantota,LK,2021-10-03 00:41:04,6.1241,81.1185,75.54,100,20,1.14
390,Jiuquan,CN,2021-10-03 00:40:18,39.7432,98.5174,42.78,55,100,8.75
391,Tuy Hoa,VN,2021-10-03 00:42:16,13.0833,109.3,80.83,82,92,4.74
392,Araxa,BR,2021-10-03 00:47:09,-19.5933,-46.9406,71.56,73,0,9.22
393,Saint Anthony,US,2021-10-03 00:41:06,45.0205,-93.218,68.32,94,90,9.22
394,Ahuimanu,US,2021-10-03 00:40:37,21.4447,-157.8378,87.51,58,40,17.27
395,Palmer,US,2021-10-03 00:42:13,42.1584,-72.3287,65.57,70,20,5.75
396,Jiblah,YE,2021-10-03 00:49:13,13.9216,44.1467,64.98,66,64,2.39
397,Matamoros,MX,2021-10-03 00:44:35,25.5333,-103.25,84.31,37,75,8.05
398,Praia Da Vitoria,PT,2021-10-03 00:49:13,38.7333,-27.0667,72.75,94,75,11.45
399,Batticaloa,LK,2021-10-03 00:49:14,7.7102,81.6924,78.57,86,92,6.51
400,Waipawa,NZ,2021-10-03 00:49:14,-41.4122,175.5153,56.03,53,100,2.68
401,Royan,FR,2021-10-03 00:49:15,45.6285,-1.0281,68.09,62,100,31.61
402,Dubbo,AU,2021-10-03 00:42:24,-32.25,148.6167,64.53,68,40,3.44
403,Miranda,CO,2021-10-03 00:41:58,3.2499,-76.2281,71.73,87,86,5.82
404,Neiafu,TO,2021-10-03 00:49:15,-18.65,-173.9833,75.88,83,90,10.36
405,Mwaro,BI,2021-10-03 00:49:16,-3.5,29.6667,58.44,79,100,1.92
406,Kodinsk,RU,2021-10-03 00:49:16,58.6881,99.1844,33.51,91,89,2.01
407,Sitka,US,2021-10-03 00:42:26,57.0531,-135.33,44.49,70,90,9.22
408,Praia,CV,2021-10-03 00:45:42,14.9215,-23.5087,79.34,78,20,9.22
409,Lieksa,FI,2021-10-03 00:49:17,63.3167,30.0167,43.93,91,100,8.01
410,Moussoro,TD,2021-10-03 00:49:17,13.6408,16.4901,87.42,19,97,9.33
411,Ulaanbaatar,MN,2021-10-03 00:49:01,47.9077,106.8832,32.13,69,75,11.18
412,Saint Paul,US,2021-10-03 00:46:13,44.9444,-93.0933,68.56,95,90,6.91
413,Hervey Bay,AU,2021-10-03 00:41:42,-25.2986,152.8535,81.03,54,0,10.22
414,Berezovyy,RU,2021-10-03 00:49:18,51.6667,135.7,47.7,42,16,4.45
415,Caravelas,BR,2021-10-03 00:40:41,-17.7125,-39.2481,75.47,84,1,13.06
416,Kishi,NG,2021-10-03 00:49:18,9.0833,3.85,72.46,93,100,4.45
417,Charagua,BO,2021-10-03 00:49:19,-19.8,-63.2167,84.49,37,1,15.95
418,Barcelona,ES,2021-10-03 00:49:19,41.3888,2.159,74.75,86,40,1.01
419,Whitley Bay,GB,2021-10-03 00:47:51,55.0397,-1.4471,48.27,95,75,6.91
420,Banjar,ID,2021-10-03 00:49:20,-8.19,114.9675,80.46,68,20,7.05
421,Nizwa,OM,2021-10-03 00:49:20,22.9333,57.5333,79.84,66,100,2.39
422,Necochea,AR,2021-10-03 00:41:46,-38.5473,-58.7368,49.03,85,76,18.5
423,Boulder,US,2021-10-03 00:47:17,40.0833,-105.3505,64.13,45,75,0.0
424,Santiago Del Estero,AR,2021-10-03 00:49:21,-27.7951,-64.2615,75.81,62,41,9.08
425,Takoradi,GH,2021-10-03 00:49:21,4.8845,-1.7554,75.83,92,43,6.69
426,Tessalit,ML,2021-10-03 00:40:05,20.1986,1.0114,87.85,13,100,4.25
427,Seabra,BR,2021-10-03 00:42:07,-12.4186,-41.7703,68.45,53,0,2.37
428,Payo,ID,2021-10-03 00:49:22,-3.7508,103.6372,78.35,78,98,1.48
429,Giresun,TR,2021-10-03 00:49:22,40.5,38.5,33.12,94,100,2.13
430,Mahajanga,MG,2021-10-03 00:41:02,-15.7167,46.3167,69.82,88,20,3.44
431,Saldanha,ZA,2021-10-03 00:40:10,-33.0117,17.9442,44.65,64,53,13.51
432,Farafangana,MG,2021-10-03 00:49:23,-22.8167,47.8333,67.86,89,25,8.75
433,Port Macquarie,AU,2021-10-03 00:39:37,-31.4333,152.9167,77.9,40,2,4.94
434,Puerto Escondido,MX,2021-10-03 00:40:51,15.85,-97.0667,85.03,58,75,0.0
435,Puqi,CN,2021-10-03 00:49:23,29.7167,113.8833,86.99,56,0,7.96
436,Portland,US,2021-10-03 00:39:27,45.5234,-122.6762,72.41,54,20,1.01
437,Koutsouras,GR,2021-10-03 00:49:24,35.0339,25.9469,69.12,62,9,15.46
438,Coihaique,CL,2021-10-03 00:40:31,-45.5752,-72.0662,44.55,61,75,6.91
439,Komsomolskoye,RU,2021-10-03 00:49:24,55.2567,47.5461,45.32,90,100,4.36
440,Poya,NC,2021-10-03 00:49:25,-21.35,165.15,82.62,61,60,5.03
441,Allacapan,PH,2021-10-03 00:49:25,18.226,121.5562,84.38,73,100,1.41
442,Williston,US,2021-10-03 00:49:26,48.147,-103.618,72.01,35,8,2.24
443,Salina,US,2021-10-03 00:47:28,38.8403,-97.6114,67.24,84,20,4.0
444,San Patricio,US,2021-10-03 00:41:00,28.017,-97.5169,83.53,71,100,6.08
445,Liwale,TZ,2021-10-03 00:49:26,-9.7667,37.9333,63.61,96,37,2.68
446,Tarare,FR,2021-10-03 00:49:27,45.8976,4.4327,66.25,69,100,4.0
447,Rocha,UY,2021-10-03 00:42:10,-34.4833,-54.3333,53.17,80,100,6.51
448,Nabire,ID,2021-10-03 00:41:09,-3.3667,135.4833,85.12,64,98,1.7
449,La Rioja,ES,2021-10-03 00:49:27,42.25,-2.5,58.05,56,100,6.6
450,Husavik,IS,2021-10-03 00:49:28,66.0449,-17.3389,40.91,98,100,25.99
451,Pine Hill,US,2021-10-03 00:49:28,39.7843,-74.9921,68.32,85,100,4.16
452,Birin,NP,2021-10-03 00:49:28,26.8865,88.0718,61.02,95,99,2.26
453,Olafsvik,IS,2021-10-03 00:40:59,64.8945,-23.7142,40.1,78,100,31.99
454,Saint-Joseph,RE,2021-10-03 00:42:23,-21.3667,55.6167,68.38,75,25,10.89
455,Sao Francisco De Paula,BR,2021-10-03 00:49:29,-29.4481,-50.5836,58.69,97,76,3.49
456,Hokitika,NZ,2021-10-03 00:49:29,-42.7167,170.9667,56.26,57,100,4.18
457,Luanda,AO,2021-10-03 00:49:30,-8.8368,13.2343,70.95,80,75,8.41
458,La Colmena,PY,2021-10-03 00:49:30,-25.8833,-56.8167,68.2,99,49,1.3
459,Bonawon,PH,2021-10-03 00:49:30,9.134,122.9193,83.73,73,95,0.89
460,Soyo,AO,2021-10-03 00:39:37,-6.1349,12.3689,74.64,84,93,8.95
461,Anadyr,RU,2021-10-03 00:39:59,64.75,177.4833,32.5,93,90,11.01
462,Okato,NZ,2021-10-03 00:49:31,-39.2,173.8833,58.42,67,100,11.88
463,Beringovskiy,RU,2021-10-03 00:39:36,63.05,179.3167,35.64,99,100,7.36
464,Nazilli,TR,2021-10-03 00:49:32,37.9163,28.3223,58.06,68,0,3.85
465,Cayenne,GF,2021-10-03 00:42:15,4.9333,-52.3333,84.09,78,0,4.0
466,Bawal,IN,2021-10-03 00:49:32,28.0833,76.5833,82.69,70,44,5.7
467,Guia De Isora,ES,2021-10-03 00:49:32,28.2115,-16.7795,77.32,15,0,6.62
468,Coquimbo,CL,2021-10-03 00:39:34,-29.9533,-71.3436,55.13,82,0,12.66
469,Gamboma,CG,2021-10-03 00:49:33,-1.8764,15.8644,72.19,90,100,2.68
470,Lucapa,AO,2021-10-03 00:49:33,-8.4192,20.7447,65.01,94,91,4.05
471,Korgen,NO,2021-10-03 00:49:34,66.0771,13.8153,52.3,87,100,7.54
472,Goderich,CA,2021-10-03 00:41:10,43.7501,-81.7165,70.12,52,100,14.97
473,Ribas Do Rio Pardo,BR,2021-10-03 00:49:34,-20.4431,-53.7592,78.08,65,37,7.47
474,Bagdarin,RU,2021-10-03 00:44:35,54.4333,113.6,37.27,51,16,0.22
475,Kungurtug,RU,2021-10-03 00:41:38,50.5994,97.5228,28.83,74,98,1.07
476,Carutapera,BR,2021-10-03 00:40:56,-1.195,-46.02,78.13,76,3,7.63
477,Lota,CL,2021-10-03 00:48:08,-37.0833,-73.1667,49.46,76,2,13.04
478,Natal,BR,2021-10-03 00:39:48,-5.795,-35.2094,79.02,83,20,6.91
479,Marion,US,2021-10-03 00:38:43,39.7684,-86.1555,71.38,95,90,9.22
480,Airai,TL,2021-10-03 00:39:39,-8.9266,125.4092,75.31,48,6,2.84
481,Yueyang,CN,2021-10-03 00:49:36,29.3333,113.0919,87.13,55,0,14.56
482,Whitehorse,CA,2021-10-03 00:49:36,60.7161,-135.0538,42.03,56,75,17.0
483,Progreso,MX,2021-10-03 00:49:37,21.2833,-89.6667,81.1,76,87,14.74
484,Alofi,NU,2021-10-03 00:41:44,-19.0595,-169.9187,80.49,78,100,20.71
485,Ostrovnoy,RU,2021-10-03 00:41:15,68.0531,39.5131,47.26,83,100,17.13
486,Nossa Senhora Da Gloria,BR,2021-10-03 00:49:37,-10.2183,-37.4203,69.93,96,0,9.08
487,Aykhal,RU,2021-10-03 00:49:38,66.0,111.5,32.05,44,92,2.13
488,Sidmouth,GB,2021-10-03 00:49:39,50.6909,-3.2397,53.11,90,0,9.22
489,Dunedin,NZ,2021-10-03 00:39:08,-45.8742,170.5036,54.81,77,100,4.0
490,Bandar-E Lengeh,IR,2021-10-03 00:49:39,26.5579,54.8807,89.71,79,86,11.5
491,Melfi,IT,2021-10-03 00:41:43,40.9965,15.6514,62.4,80,94,3.06
492,Namanyere,TZ,2021-10-03 00:49:40,-7.5167,31.05,69.94,48,100,2.93
493,Republic,US,2021-10-03 00:49:40,37.12,-93.4802,70.83,93,9,7.72
494,Sao Jose Da Coroa Grande,BR,2021-10-03 00:49:40,-8.8978,-35.1478,76.05,86,10,9.53
495,Pacific Grove,US,2021-10-03 00:37:38,36.6177,-121.9166,91.8,85,1,3.0
496,Kukmor,RU,2021-10-03 00:49:41,56.1855,50.8944,43.59,90,100,3.67
497,Ixtapa,MX,2021-10-03 00:49:41,20.7,-105.2,85.23,70,40,5.75
498,Taungdwingyi,MM,2021-10-03 00:49:42,20.0167,95.55,75.36,89,100,6.33
499,Freeport,US,2021-10-03 00:46:55,40.6576,-73.5832,72.18,75,40,1.99
500,Brigantine,US,2021-10-03 00:41:38,39.4101,-74.3646,71.02,89,1,4.61
501,Taber,CA,2021-10-03 00:45:29,49.8167,-112.1518,67.84,17,30,14.97
502,Bireun,ID,2021-10-03 00:40:57,5.203,96.7009,79.86,75,98,3.06
503,Majene,ID,2021-10-03 00:49:43,-3.5403,118.9707,82.67,74,37,4.23
504,Diu,IN,2021-10-03 00:49:43,20.7141,70.9822,78.49,84,99,6.78
505,Andijon,UZ,2021-10-03 00:49:43,40.7821,72.3442,52.95,65,83,2.55
506,Nouakchott,MR,2021-10-03 00:49:44,18.0858,-15.9785,84.13,74,12,9.69
507,Nhulunbuy,AU,2021-10-03 00:41:04,-12.2333,136.7667,86.61,62,100,12.66
508,Chegem,RU,2021-10-03 00:49:44,43.2833,43.1333,24.93,65,100,6.11
509,West Odessa,US,2021-10-03 00:49:45,31.8424,-102.4988,81.88,33,40,8.05
510,Eureka,US,2021-10-03 00:48:48,40.8021,-124.1637,62.2,78,12,4.0
511,Abu Dhabi,AE,2021-10-03 00:49:45,24.4667,54.3667,89.62,84,20,8.05
512,Roros,NO,2021-10-03 00:49:46,62.5747,11.3842,44.44,93,90,6.91
513,Barquisimeto,VE,2021-10-03 00:49:46,10.0739,-69.3228,71.87,91,94,3.31
514,Deputatskiy,RU,2021-10-03 00:42:32,69.3,139.9,19.02,83,17,4.09
515,Petit Goave,HT,2021-10-03 00:49:46,18.4314,-72.8669,82.58,70,92,2.8
516,Acarau,BR,2021-10-03 00:49:47,-2.8856,-40.12,78.55,82,1,16.51
517,Kloulklubed,PW,2021-10-03 00:45:11,7.0419,134.2556,84.7,75,57,9.48
518,Barmer,IN,2021-10-03 00:49:47,25.75,71.3833,81.14,73,87,8.66
519,Porto Novo,BJ,2021-10-03 00:45:24,6.4965,2.6036,80.42,93,16,4.36
520,Minot,US,2021-10-03 00:49:48,48.2325,-101.2963,67.19,33,1,4.0
521,Maceio,BR,2021-10-03 00:49:49,-9.6658,-35.7353,78.24,94,20,4.61
522,Gat,IL,2021-10-03 00:40:01,31.61,34.7642,71.4,78,21,1.86
523,Myingyan,MM,2021-10-03 00:49:50,21.4667,95.3833,77.25,84,100,6.64
524,Swan River,CA,2021-10-03 00:42:16,52.1058,-101.2676,62.49,27,4,4.61
525,Nishihara,JP,2021-10-03 00:42:30,26.1842,127.7558,85.28,70,20,12.66
526,Vaxjo,SE,2021-10-03 00:49:50,56.8777,14.8091,53.65,94,90,6.91
527,Bintulu,MY,2021-10-03 00:49:51,3.1667,113.0333,77.41,94,20,0.0
528,Northam,GB,2021-10-03 00:42:20,51.0333,-4.2167,52.25,80,39,9.91
529,Manfredonia,IT,2021-10-03 00:49:51,41.6259,15.9094,63.07,82,20,3.44
530,Erenhot,CN,2021-10-03 00:49:52,43.6475,111.9767,46.04,42,100,15.7
531,Galeana,MX,2021-10-03 00:46:12,24.8333,-100.0667,64.31,94,97,3.87
532,Truth Or Consequences,US,2021-10-03 00:49:52,33.1284,-107.2528,75.43,31,1,0.0
533,Kochubey,RU,2021-10-03 00:49:52,44.3861,46.5825,58.39,49,98,15.52
534,Keningau,MY,2021-10-03 00:49:53,5.3378,116.1602,73.85,88,100,2.91
535,Tura,IN,2021-10-03 00:40:10,25.5198,90.2201,73.47,96,87,3.78
536,Anchorage,US,2021-10-03 00:46:45,61.2181,-149.9003,39.94,81,90,1.99
537,Ust-Omchug,RU,2021-10-03 00:49:53,61.15,149.6333,32.63,90,36,3.74
538,Cap Malheureux,MU,2021-10-03 00:41:20,-19.9842,57.6142,72.46,72,55,8.01
539,Fereydun Kenar,IR,2021-10-03 00:49:54,36.6864,52.5225,69.6,67,100,4.97
540,Bitkine,TD,2021-10-03 00:49:55,11.9801,18.2138,78.46,65,31,6.67
541,Kommunisticheskiy,RU,2021-10-03 00:49:55,61.6789,64.4819,27.64,89,24,6.78
542,Pisco,PE,2021-10-03 00:41:11,-13.7,-76.2167,62.65,82,0,14.97
543,Trairi,BR,2021-10-03 00:46:23,-3.2778,-39.2689,78.67,81,0,12.15
544,Bushenyi,UG,2021-10-03 00:49:56,-0.5853,30.2114,60.85,98,100,6.55
545,Salinas,US,2021-10-03 00:42:21,36.6777,-121.6555,92.21,60,1,11.5
546,Teguise,ES,2021-10-03 00:49:56,29.0605,-13.564,66.42,88,0,12.66
547,Bilma,NE,2021-10-03 00:49:56,18.6853,12.9164,81.66,20,0,7.2
548,Marsh Harbour,BS,2021-10-03 00:41:14,26.5412,-77.0636,81.07,58,5,17.9
549,Pekan,MY,2021-10-03 00:49:57,3.4836,103.3996,78.91,74,100,5.03
550,Brunsbuttel,DE,2021-10-03 00:49:57,53.9,9.15,62.26,87,100,8.01
551,Lata,PT,2021-10-03 00:41:47,40.1629,-8.3327,66.07,92,100,10.98
552,Dubti,ET,2021-10-03 00:49:58,11.7361,41.0853,87.58,49,78,3.29
553,Nipawin,CA,2021-10-03 00:49:58,53.3668,-104.0009,57.24,41,1,5.75
554,Iquitos,PE,2021-10-03 00:41:54,-3.7481,-73.2472,80.64,83,75,2.3
555,Isangel,VU,2021-10-03 00:41:03,-19.55,169.2667,75.31,88,90,11.5
556,Maumere,ID,2021-10-03 00:42:13,-8.6199,122.2111,82.62,70,42,9.33
557,Tuatapere,NZ,2021-10-03 00:49:59,-46.1333,167.6833,55.81,70,100,4.21
558,Karratha,AU,2021-10-03 00:49:59,-20.7377,116.8463,77.99,24,6,10.87
559,Latung,PH,2021-10-03 00:50:00,5.5,120.8833,83.46,71,100,4.25
560,Padampur,IN,2021-10-03 00:50:00,29.6833,73.6167,86.0,51,71,5.68
561,Idenao,CM,2021-10-03 00:50:01,4.2475,9.0047,75.92,93,24,1.88
562,Port Hedland,AU,2021-10-03 00:40:14,-20.3167,118.5667,78.85,21,6,17.27
563,Nyrob,RU,2021-10-03 00:50:01,60.733,56.7202,34.97,72,100,3.87
564,Las Juntas,MX,2021-10-03 00:50:02,19.4167,-104.7,74.34,92,24,1.81
565,Lagoa,PT,2021-10-03 00:50:02,39.05,-27.9833,70.03,87,100,11.1
566,Mahibadhoo,MV,2021-10-03 00:50:03,3.7833,72.9667,81.68,78,21,13.56
567,Codrington,AU,2021-10-03 00:40:24,-38.2667,141.9667,60.98,79,100,13.53
568,Natchitoches,US,2021-10-03 00:50:03,31.7668,-93.1335,77.85,83,40,3.44
569,Pimentel,PE,2021-10-03 00:50:04,-6.8367,-79.9342,62.76,84,9,12.37
